Pay Grade/Step,Annual Salary,Class #,Title,Current Dept Description,Employment Status,EEO Job Cat,EEO Job Cat Desc,Gender,Ethnic Code,Ethnic Code Description,Year of Birth,Date Started,FLSA Exempt Y/N
CO0104,"36,483.46",06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1969,1/17/16,N
CO0202,"38,082.24",06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1981,3/1/13,N
CO0201,"38,696.11",06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,F,02,Black,1983,3/1/13,N
CO0103,"35,377.54",06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1981,11/15/15,N
CO0104,"36,483.46",06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1990,3/1/13,N
SR0608,"36,698.74",10756,Inmate Prop Clerk-DCSO,Sheriff,Full Time,006,Administrative Support,M,02,Black,1990,3/1/13,N
SR0509,"26,527.41",10121,Office Support Rep 2,Police,Part Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1979,2/22/13,N
SR0509,"26,527.41",10121,Office Support Rep 2,Police,Part Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1979,2/22/13,N
MAC01A,"24,776.74",10250,Teacher Asst,Metro Action Commission,Full Time,002,Professionals,F,02,Black,1988,2/20/13,N
MAC01A,"24,776.74",10250,Teacher Asst,Metro Action Commission,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1953,2/20/13,N
CA0700,"55,432.00",10676,Engineering Supv-Conv Ctr,Convention Center Authority,Full Time,007,Skilled Craft Workers,M,02,Black,1969,2/19/13,N
PS0301,"41,539.89",06850,Emerg Medical Tech 1,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1976,2/16/13,N
SR0701,"33,165.69",03027,Equip & Supply Clerk 3,Fire,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1983,2/16/13,N
TG1102,"41,176.66",06186,Treatment Plant Tech 2,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1962,2/16/13,N
SR0401,"23,691.03",02900,Circulation Asst 1,Public Library,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1989,2/18/13,N
CA0400,"42,182.40",10696,Adm Asst/Finance-MCC,Convention Center Authority,Full Time,006,Administrative Support,F,02,Black,1956,2/25/13,N
TG0803,"37,258.38",07303,Equip Operator 3,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1993,2/19/13,N
TG042M,"29,277.63",07328,Maint & Repair Worker 2,Parks,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1971,2/19/13,N
RP1002,"15,272.40",09102,Part Time Worker 3,Parks,Part Time,002,Professionals,M,01,White (Not of Hispanic Origin),1996,2/23/13,N
NS,"64,584.00",10816,Satellite position,Circuit Court Satellite,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1977,3/1/13,N
CA0200,"30,596.80",10710,Security & Parking Off 2-MCC,Convention Center Authority,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1976,3/4/13,N
SR0804,"19,458.82",00220,Specialized Skills Instr,Parks,Part Time,002,Professionals,F,01,White (Not of Hispanic Origin),1963,3/5/13,N
TG0704,"36,725.12",06827,Equip Operator 2,Public Works,Full Time,008,Service Maintenance,F,01,White (Not of Hispanic Origin),1962,3/1/13,N
SR1200,"61,172.80",07415,Treatment Plant Asst Mgr,Water Services,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1978,3/2/13,Y
TG0702,"34,082.03",06827,Equip Operator 2,Water Services,Full Time,008,Service Maintenance,M,02,Black,1958,9/13/14,N
SR0501,"13,025.38",10755,Call Center Operator-DCSO,Sheriff,Part Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1991,9/23/15,N
CA0200,"36,254.40",10673,Housekeeping Supv-Conv Ctr,Convention Center Authority,Full Time,008,Service Maintenance,F,01,White (Not of Hispanic Origin),1960,3/11/13,N
CA0700,"64,521.60",06762,Cvn Ctr Accountant,Convention Center Authority,Full Time,002,Professionals,M,02,Black,1982,3/14/13,Y
CA0700,"55,060.00",10703,Set up Mgr-MCC,Convention Center Authority,Full Time,008,Service Maintenance,M,02,Black,1965,3/11/13,Y
CA0600,"46,342.40",10675,Set Up Staff Supv-Conv Ctr,Convention Center Authority,Full Time,008,Service Maintenance,M,02,Black,1977,3/11/13,N
SR0902,"42,178.09",10103,Application Tech 3,Finance,Full Time,003,Technicians,F,01,White (Not of Hispanic Origin),1984,3/18/13,N
CA0300,"40,164.80",10690,Security & Parking Supv-MCC,Convention Center Authority,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1946,3/18/13,N
TG1203,"44,630.56",06224,Indust Electrician 1,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1968,3/16/13,N
SR0402,"18,361.20",06084,Concessions Clerk 1,Parks,Part Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1994,3/19/13,N
CA0300,"40,124.00",10687,Warehouse Coord-MCC,Convention Center Authority,Full Time,007,Skilled Craft Workers,F,01,White (Not of Hispanic Origin),1962,3/18/13,Y
CA0100,"24,128.00",10672,Housekeeping-Convention Ctr,Convention Center Authority,Full Time,008,Service Maintenance,F,02,Black,1957,3/18/13,N
CA0300,"39,520.00",10690,Security & Parking Supv-MCC,Convention Center Authority,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1985,3/18/13,N
SR1000,"48,470.85",10151,Finance Officer 2,Health,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1987,3/20/13,N
SR0603,"31,737.38",07751,Police Security Guard 1,Police,Full Time,004,Protective Service Workers,M,02,Black,1968,4/1/13,N
NS,"29,916.46",06787,Deputy Clerk 1,County Clerk,Full Time,006,Administrative Support,F,02,Black,1961,3/18/13,N
CA0800,"62,316.80",07270,Cvn Ctr Event Mgr,Convention Center Authority,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1968,3/26/13,Y
CA0200,"29,806.40",10710,Security & Parking Off 2-MCC,Convention Center Authority,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1951,3/20/13,N
SR0901,"40,817.54",07241,Admin Asst,Police,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1964,4/1/13,N
SR0201,"9,468.37",05070,Library Page,Public Library,Part Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1953,12/6/15,N
CA0600,"43,680.00",10732,Engineering Tech 2-MCC,Convention Center Authority,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1968,7/21/14,N
SR1300,"69,358.84",10108,Finance Admin,Finance,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1982,4/1/13,Y
SR1003,"48,091.29",07300,Engineering Tech 3,Water Services,Full Time,003,Technicians,F,02,Black,1957,3/30/13,N
SR1003,"48,091.29",07300,Engineering Tech 3,Water Services,Full Time,003,Technicians,M,02,Black,1953,3/30/13,N
SR0702,"34,271.61",10123,Office Support Spec 1,Water Services,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1959,3/30/13,N
SR1300,"74,328.88",07295,Engineer 2,Water Services,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1976,3/30/13,Y
TG0803,"37,258.38",07303,Equip Operator 3,Water Services,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1953,3/30/13,N
SP0100,"9,822.27",03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,M,02,Black,1947,4/1/13,N
CA0200,"29,515.20",10710,Security & Parking Off 2-MCC,Convention Center Authority,Full Time,004,Protective Service Workers,M,02,Black,1967,4/1/13,N
CA0200,"31,428.80",10683,Shipping & Rec Clerk-MCC,Convention Center Authority,Full Time,006,Administrative Support,M,02,Black,1980,4/1/13,N
TG042M,"29,277.63",07328,Maint & Repair Worker 2,Parks,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1961,4/1/13,N
RP0602,"6,477.12",09101,Part Time Worker 2,Parks,Seasonal,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1945,4/2/13,N
SR0601,"29,752.84",04630,Library Assoc 1,Public Library,Full Time,005,Para-Professional,F,01,White (Not of Hispanic Origin),1989,2/14/16,N
SR1103,"52,957.57",10130,Police Crisis Counselor 2,Police,Full Time,002,Professionals,F,04,Asian or Pacific Islander,1963,12/16/13,Y
TG0803,"37,258.38",07303,Equip Operator 3,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1971,4/1/13,N
TG0803,"37,258.38",07303,Equip Operator 3,Public Works,Full Time,008,Service Maintenance,M,02,Black,1974,4/1/13,N
SR0702,"34,271.61",02870,Legal Secretary 1,District Attorney,Full Time,006,Administrative Support,F,02,Black,1969,4/8/13,N
CO0101,"33,165.69",06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1989,3/1/15,N
CA0600,"45,198.40",10675,Set Up Staff Supv-Conv Ctr,Convention Center Authority,Full Time,008,Service Maintenance,M,02,Black,1987,4/1/13,N
CA0400,"40,000.00",10694,Communications Coord-MCC,Convention Center Authority,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1988,3/26/13,Y
CA0700,"53,560.00",10676,Engineering Supv-Conv Ctr,Convention Center Authority,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1976,4/8/13,N
CA0600,"43,264.00",10675,Set Up Staff Supv-Conv Ctr,Convention Center Authority,Full Time,008,Service Maintenance,M,02,Black,1982,4/8/13,N
CA1100,"85,000.00",10626,Dir Event Srvs-Convention Cent,Convention Center Authority,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1963,4/8/13,Y
SR1100,"59,904.70",10476,Information Sys Oper Anal 2,Information Technology Service,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1974,4/8/13,Y
CA0200,"27,976.00",10710,Security & Parking Off 2-MCC,Convention Center Authority,Full Time,004,Protective Service Workers,F,02,Black,1992,4/1/13,N
CA0500,"32,042.40",10698,Sustainablity Coord-MCC,Convention Center Authority,Part Time,002,Professionals,F,01,White (Not of Hispanic Origin),1987,4/1/13,N
SR0600,"31,987.22",10122,Office Support Rep 3,Health,Full Time,006,Administrative Support,F,02,Black,1987,3/30/13,N
SR0503,"16,169.21",06771,Nutrition Site Coord,Social Services,Part Time,005,Para-Professional,F,02,Black,1984,4/8/13,N
NS,"34,068.00",10816,Satellite position,Circuit Court Satellite,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1986,4/16/13,N
SR1003,"48,091.29",10151,Finance Officer 2,Water Services,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1956,4/13/13,N
SR0703,"16,980.79",06880,Recreation Leader,Parks,Part Time,005,Para-Professional,M,01,White (Not of Hispanic Origin),1953,4/16/13,N
SR0701,"33,165.69",07711,Sheriff Prisoner Processor 1,Sheriff,Full Time,006,Administrative Support,F,02,Black,1990,4/22/13,N
CA0400,"34,590.40",10665,Adm Asst/Events-Conv Center,Convention Center Authority,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1961,4/15/13,N
MAC01A,"25,272.73",10250,Teacher Asst,Metro Action Commission,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1971,7/1/13,N
CA0100,"24,024.00",10674,Set Up Staff-Convention Ctr,Convention Center Authority,Full Time,008,Service Maintenance,M,02,Black,1983,4/22/13,N
SR0700,"34,386.26",10123,Office Support Spec 1,Health,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1989,4/18/13,N
SR0700,"35,656.18",06481,Home Economist,Health,Full Time,002,Professionals,F,02,Black,1986,4/13/13,N
SR0600,"31,987.22",10122,Office Support Rep 3,Health,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1978,4/22/13,N
SR1200,"58,175.87",10551,Internal Auditor 2,Internal Audit,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1981,4/22/13,N
PS0402,"50,395.26",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,5/1/13,N
PS0402,"48,968.98",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1989,5/1/13,N
PS0402,"50,395.26",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,5/1/13,N
PS0402,"47,542.70",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1989,5/1/13,N
PS0402,"50,395.26",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1988,5/1/13,N
PS0402,"50,395.26",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1990,5/1/13,N
PS0402,"47,542.70",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1984,5/1/13,N
PS0402,"47,542.70",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1987,5/1/13,N
PS0402,"50,395.26",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1989,5/1/13,N
PS0402,"47,542.70",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1988,5/1/13,N
PS0402,"50,395.26",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,02,Black,1984,5/1/13,N
PS0402,"50,395.26",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1989,5/1/13,N
PS0402,"50,395.26",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,5/1/13,N
PS0402,"50,395.26",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1987,5/1/13,N
PS0402,"50,395.26",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,02,Black,1988,5/1/13,N
PS0402,"50,395.26",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1990,5/1/13,N
PS0402,"47,542.70",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,5/1/13,N
PS0402,"50,395.26",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1989,5/1/13,N
PS0402,"50,395.26",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1990,5/1/13,N
PS0402,"50,395.26",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1988,5/1/13,N
PS0402,"48,968.98",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1984,5/1/13,N
PS0402,"47,542.70",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1991,5/1/13,N
PS0402,"50,395.26",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1990,5/1/13,N
PS0402,"50,395.26",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1988,5/1/13,N
PS0402,"50,395.26",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1979,5/1/13,N
SR0903,"43,538.64",02890,Librarian 1,Public Library,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1981,4/29/13,Y
SR0203,"10,094.16",05070,Library Page,Public Library,Part Time,005,Para-Professional,F,01,White (Not of Hispanic Origin),1965,4/29/13,N
SR0701,"33,165.69",10163,Service Rep 2,Water Services,Full Time,006,Administrative Support,F,02,Black,1981,5/1/13,N
CA0600,"64,065.60",10636,Mgr of Marketing/PR-Conv Ctr,Convention Center Authority,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1986,4/29/13,Y
PD0100,"55,515.97",10171,Asst Pub Defender,Public Defender,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1982,4/29/13,Y
SR1200,"57,875.12",10551,Internal Auditor 2,Internal Audit,Full Time,002,Professionals,F,02,Black,1979,5/6/13,N
HD0600,"67,921.95",06489,Public Hlth Nurse Practitioner,Health,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1981,5/6/13,Y
SR0600,"31,987.22",10122,Office Support Rep 3,Health,Full Time,006,Administrative Support,M,03,Hispanic,1989,5/8/13,N
NS,"14,053.48",09020,Seasonal/Part-time/Temporary,County Clerk,Part Time,006,Administrative Support,F,02,Black,1948,5/6/13,N
SP0100,"9,822.27",03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,F,02,Black,1946,5/7/13,N
SR0803,"39,310.55",10464,Water Quality Analyst 1,Water Services,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1977,5/11/13,N
SR0601,"29,752.84",07768,Circulation Supv,Public Library,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1986,5/13/13,N
SR0503,"16,177.04",06771,Nutrition Site Coord,Social Services,Part Time,005,Para-Professional,F,02,Black,1979,5/13/13,N
SR0803,"39,310.55",10102,Application Tech 2,Parks,Full Time,006,Administrative Support,F,02,Black,1962,5/17/13,N
HD0300,"34,306.61",10758,Public Health Nurse 1,Health,Part Time,002,Professionals,F,01,White (Not of Hispanic Origin),1983,5/11/13,N
SR1500,"93,743.80",10386,Bureau Director,Health,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1976,5/22/13,Y
SR0702,"34,271.61",10614,Security Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,02,Black,1990,5/28/13,N
NS,0.00,01743,Election Commissioner,Election Commission,Part Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1967,4/15/13,N
PS0502,"54,089.31",07344,Paramedic 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,5/16/13,N
PS0502,"52,513.89",07344,Paramedic 2,Fire,Full Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1980,5/16/13,N
PS0502,"52,513.89",07344,Paramedic 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1984,5/16/13,N
PS0502,"52,513.89",07344,Paramedic 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1990,5/16/13,N
PS0503,"54,207.74",07344,Paramedic 2,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1978,5/16/13,N
PS0503,"54,207.74",07344,Paramedic 2,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1984,5/16/13,N
